날짜,영화명,좌석수,좌석판매율,좌석점유율
2026-02-22,내 친구의 집은 어디인가,50,2.0%,0.0%
2026-02-23,너자 2,1201,96.5%,0.0%
2026-02-23,햄넷,1190,21.4%,0.0%
2026-02-23,센티멘탈 밸류,23408,8.1%,1.2%
2026-02-23,점보,33107,7.8%,1.7%
2026-02-23,아이엠스타!X프리파라 더 무비 -만남의 기적!-,11569,8.0%,0.6%
2026-02-23,몬테크리스토 백작,9950,7.3%,0.5%
2026-02-23,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,14294,5.6%,0.7%
2026-02-23,폭풍의 언덕,21254,5.2%,1.1%
2026-02-23,씨너스: 죄인들,2559,8.5%,0.1%
2026-02-23,국보,2147,5.4%,0.1%
2026-02-23,너의 이름은.,2868,22.6%,0.1%
2026-02-23,모노노케 히메,3115,4.8%,0.1%
2026-02-23,시라트,1625,12.0%,0.0%
2026-02-23,아바타: 불과 재,3623,7.2%,0.1%
2026-02-23,원 배틀 애프터 어나더,2092,12.3%,0.1%
2026-02-23,아웃 오브 네스트,2323,9.9%,0.1%
2026-02-23,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제2장,7249,1.9%,0.3%
2026-02-23,극장판 엉덩이 탐정: 스타 앤드 문,7627,7.8%,0.3%
2026-02-23,날씨의 아이,2115,19.9%,0.1%
2026-02-23,신 에반게리온 극장판,2478,7.3%,0.1%
2026-02-23,남과 여,247,117.0%,0.0%
2026-02-23,남쪽,2419,7.2%,0.1%
2026-02-23,주토피아 2,1772,9.7%,0.0%
2026-02-23,영원,2911,6.5%,0.1%
2026-02-23,이터널 선샤인,4920,4.2%,0.2%
2026-02-23,안녕하세요,1889,7.6%,0.0%
2026-02-23,그저 사고였을 뿐,695,10.5%,0.0%
2026-02-23,프랑켄슈타인,94,20.2%,0.0%
2026-02-23,극장판 체인소 맨: 레제편,732,12.2%,0.0%
2026-02-23,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,333,2.7%,0.0%
2026-02-23,노 머시: 90분,4556,4.4%,0.2%
2026-02-23,스즈메의 문단속,1076,11.0%,0.0%
2026-02-23,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,1990,3.8%,0.1%
2026-02-23,우리에게는 아직 내일이 있다,150,100.0%,0.0%
2026-02-23,직장상사 길들이기,155,4.5%,0.0%
2026-02-23,리틀 아멜리,784,6.6%,0.0%
2026-02-23,하나 그리고 둘,1154,7.7%,0.0%
2026-02-23,퐁네프의 연인들,671,7.8%,0.0%
2026-02-23,초속5센티미터,1290,4.8%,0.0%
2026-02-23,여행과 나날,225,13.7%,0.0%
2026-02-23,해상화,1045,6.9%,0.0%
2026-02-23,화양연화 특별판,246,24.3%,0.0%
2026-02-23,클로즈 유어 아이즈,642,7.3%,0.0%
2026-02-23,두 번째 계절,1136,4.9%,0.0%
2026-02-23,물랑루즈,1521,4.4%,0.0%
2026-02-23,천공의 성 라퓨타,586,6.4%,0.0%
2026-02-23,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1082,8.5%,0.0%
2026-02-23,벌집의 정령,687,7.2%,0.0%
2026-02-23,엘 시드,600,34.1%,0.0%
2026-02-23,사랑할 땐 누구나 최악이 된다,102,22.5%,0.0%
2026-02-23,부고니아,413,3.8%,0.0%
2026-02-23,정글비트 2,152,39.4%,0.0%
2026-02-23,송 썽 블루,413,4.8%,0.0%
2026-02-23,파더 마더 시스터 브라더,72,4.1%,0.0%
2026-02-23,필사의 도망자,340,13.8%,0.0%
2026-02-23,보티첼리. 피렌체와 메디치,194,5.1%,0.0%
2026-02-23,타이페이 스토리,26,76.9%,0.0%
2026-02-23,엘리펀트 맨,26,46.1%,0.0%
2026-02-23,더 로즈: 컴 백 투 미,201,1.9%,0.0%
2026-02-23,물의 연대기,1207,2.0%,0.0%
2026-02-23,누벨바그,122,19.6%,0.0%
2026-02-23,웨폰,91,13.1%,0.0%
2026-02-23,얼음 여왕,78,25.6%,0.0%
2026-02-23,사랑도 통역이 되나요?,26,80.7%,0.0%
2026-02-23,체리 향기,52,21.1%,0.0%
2026-02-23,어글리 시스터,615,3.5%,0.0%
2026-02-23,하우스메이드,155,3.8%,0.0%
2026-02-23,석류의 빛깔,111,10.8%,0.0%
2026-02-23,괴물,58,31.0%,0.0%
2026-02-23,척의 일생,121,4.9%,0.0%
2026-02-23,원더풀 라이프,26,50.0%,0.0%
2026-02-23,하트 비트,26,76.9%,0.0%
2026-02-23,프레젠스,358,1.9%,0.0%
2026-02-23,네 멋대로 해라,122,13.9%,0.0%
2026-02-23,룩백,88,10.2%,0.0%
2026-02-23,해피엔드,52,30.7%,0.0%
2026-02-23,모두가 그녀를 사랑해,262,1.5%,0.0%
2026-02-23,마미,42,16.6%,0.0%
2026-02-23,마이 선샤인,137,0.7%,0.0%
2026-02-23,8번 출구,50,2.0%,0.0%
2026-02-23,드라이브 마이 카,186,2.1%,0.0%
2026-02-23,언더닌자,88,1.1%,0.0%
2026-02-23,건방진 새아들 훈육,195,0.5%,0.0%
2026-02-23,금단의 육체! 그녀는 나의 정액 저장소,146,0.6%,0.0%
2026-02-23,남편과 내친구의 섹스,194,0.5%,0.0%
2026-02-23,땀범벅의 새엄마를 안다,140,0.7%,0.0%
2026-02-23,러브 인 베트남,30,3.3%,0.0%
2026-02-23,새엄마의 타이트한 청바지,140,0.7%,0.0%
2026-02-23,아내 친구와 깊게 젖은 섹스,194,0.5%,0.0%
2026-02-23,야한 이모 : 처녀보다 촉촉한 속살,146,0.6%,0.0%
2026-02-23,여성의원 후보 5명의 성관계,91,1.0%,0.0%
2026-02-23,영혼을 팔아 사랑한 새엄마,194,0.5%,0.0%
2026-02-23,음란 카페 : 잘 주는 여사장,146,0.6%,0.0%
2026-02-23,착각하지 말라는 그녀의 섹스,91,1.0%,0.0%
2026-02-23,처형이 씻겨준 거시기,140,0.7%,0.0%
2026-02-23,출장 마사지의 미숙녀와 힐링,91,1.0%,0.0%
2026-02-23,폭유 란제리 G컵녀의 영업 비밀,146,0.6%,0.0%
2026-02-24,햄넷,1165,5.1%,0.0%
2026-02-24,센티멘탈 밸류,25069,9.5%,1.2%
2026-02-24,점보,34529,10.2%,1.7%
2026-02-24,아이엠스타!X프리파라 더 무비 -만남의 기적!-,11173,6.4%,0.5%
2026-02-24,몬테크리스토 백작,9849,6.9%,0.5%
2026-02-24,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,14365,5.3%,0.7%
2026-02-24,폭풍의 언덕,21646,6.1%,1.1%
2026-02-24,씨너스: 죄인들,3865,8.2%,0.1%
2026-02-24,국보,2963,6.7%,0.1%
2026-02-24,너의 이름은.,2407,21.2%,0.1%
2026-02-24,모노노케 히메,4101,4.6%,0.2%
2026-02-24,시라트,2998,10.4%,0.1%
2026-02-24,아바타: 불과 재,3307,8.2%,0.1%
2026-02-24,원 배틀 애프터 어나더,855,4.4%,0.0%
2026-02-24,아웃 오브 네스트,3297,19.4%,0.1%
2026-02-24,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제2장,6967,1.9%,0.3%
2026-02-24,극장판 엉덩이 탐정: 스타 앤드 문,7484,8.9%,0.3%
2026-02-24,날씨의 아이,1738,21.0%,0.0%
2026-02-24,신 에반게리온 극장판,2472,8.0%,0.1%
2026-02-24,남쪽,3184,4.7%,0.1%
2026-02-24,주토피아 2,1750,12.3%,0.0%
2026-02-24,영원,3398,8.3%,0.1%
2026-02-24,이터널 선샤인,4847,4.8%,0.2%
2026-02-24,안녕하세요,3550,4.7%,0.1%
2026-02-24,그저 사고였을 뿐,870,9.5%,0.0%
2026-02-24,극장판 체인소 맨: 레제편,732,10.6%,0.0%
2026-02-24,고스트타운의 결투,1430,22.3%,0.0%
2026-02-24,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,361,12.1%,0.0%
2026-02-24,청춘은 밤이 없다,1200,11.5%,0.0%
2026-02-24,노 머시: 90분,3672,4.6%,0.1%
2026-02-24,스즈메의 문단속,1484,7.2%,0.0%
2026-02-24,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,1608,5.2%,0.0%
2026-02-24,직장상사 길들이기,400,64.2%,0.0%
2026-02-24,리틀 아멜리,940,6.9%,0.0%
2026-02-24,하나 그리고 둘,300,12.3%,0.0%
2026-02-24,퐁네프의 연인들,512,5.4%,0.0%
2026-02-24,초속5센티미터,1509,7.4%,0.0%
2026-02-24,여행과 나날,812,5.2%,0.0%
2026-02-24,해상화,2202,4.9%,0.1%
2026-02-24,화양연화 특별판,458,11.1%,0.0%
2026-02-24,클로즈 유어 아이즈,858,8.1%,0.0%
2026-02-24,두 번째 계절,462,2.8%,0.0%
2026-02-24,물랑루즈,1797,4.7%,0.0%
2026-02-24,천공의 성 라퓨타,669,7.4%,0.0%
2026-02-24,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1013,8.1%,0.0%
2026-02-24,벌집의 정령,313,12.7%,0.0%
2026-02-24,사랑할 땐 누구나 최악이 된다,52,26.9%,0.0%
2026-02-24,부고니아,284,6.6%,0.0%
2026-02-24,정글비트 2,58,22.4%,0.0%
2026-02-24,인디언 파이터,759,9.2%,0.0%
2026-02-24,펄프 픽션,26,88.4%,0.0%
2026-02-24,파더 마더 시스터 브라더,58,12.0%,0.0%
2026-02-24,필사의 도망자,340,13.2%,0.0%
2026-02-24,타이페이 스토리,26,50.0%,0.0%
2026-02-24,엘리펀트 맨,26,80.7%,0.0%
2026-02-24,더 로즈: 컴 백 투 미,320,0.9%,0.0%
2026-02-24,물의 연대기,399,6.7%,0.0%
2026-02-24,천국보다 낯선,103,12.6%,0.0%
2026-02-24,웨폰,91,7.6%,0.0%
2026-02-24,체리 향기,50,24.0%,0.0%
2026-02-24,어글리 시스터,91,9.8%,0.0%
2026-02-24,하우스메이드,249,15.6%,0.0%
2026-02-24,카사블랑카,597,8.5%,0.0%
2026-02-24,석류의 빛깔,138,15.2%,0.0%
2026-02-24,척의 일생,99,23.2%,0.0%
2026-02-24,타샤 튜더,124,15.3%,0.0%
2026-02-24,톰보이,26,34.6%,0.0%
2026-02-24,프레젠스,480,4.7%,0.0%
2026-02-24,룩백,88,12.5%,0.0%
2026-02-24,바튼 아카데미,40,30.0%,0.0%
2026-02-24,꽃다발 같은 사랑을 했다,90,10.0%,0.0%
2026-02-24,모두가 그녀를 사랑해,326,2.7%,0.0%
2026-02-24,내 친구의 집은 어디인가,52,17.3%,0.0%
2026-02-24,드림 홈,66,15.1%,0.0%
2026-02-24,극장판 주술회전: 시부야사변 X 사멸회유,190,3.6%,0.0%
2026-02-24,마이 선샤인,137,0.7%,0.0%
2026-02-24,8번 출구,245,2.0%,0.0%
2026-02-24,굿 포 낫씽,258,0.7%,0.0%
2026-02-24,코다,40,5.0%,0.0%
2026-02-25,너자 2,72422,9.5%,3.6%
2026-02-25,햄넷,53964,10.4%,2.7%
2026-02-25,센티멘탈 밸류,14824,24.0%,0.7%
2026-02-25,점보,4520,15.9%,0.2%
2026-02-25,아이엠스타!X프리파라 더 무비 -만남의 기적!-,11093,22.6%,0.5%
2026-02-25,몬테크리스토 백작,8175,11.6%,0.4%
2026-02-25,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,7173,8.5%,0.3%
2026-02-25,폭풍의 언덕,3379,13.8%,0.1%
2026-02-25,씨너스: 죄인들,9594,9.8%,0.4%
2026-02-25,국보,11960,4.8%,0.6%
2026-02-25,너의 이름은.,2335,24.7%,0.1%
2026-02-25,모노노케 히메,5873,23.0%,0.2%
2026-02-25,시라트,3629,15.6%,0.1%
2026-02-25,아바타: 불과 재,3748,9.2%,0.1%
2026-02-25,원 배틀 애프터 어나더,11203,5.7%,0.5%
2026-02-25,아웃 오브 네스트,1993,14.2%,0.1%
2026-02-25,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제2장,4268,2.3%,0.2%
2026-02-25,극장판 엉덩이 탐정: 스타 앤드 문,1669,17.5%,0.0%
2026-02-25,날씨의 아이,2174,15.7%,0.1%
2026-02-25,신 에반게리온 극장판,2047,8.5%,0.1%
2026-02-25,남과 여,1753,21.4%,0.0%
2026-02-25,남쪽,1759,11.3%,0.0%
2026-02-25,주토피아 2,489,28.6%,0.0%
2026-02-25,영원,947,16.4%,0.0%
2026-02-25,이터널 선샤인,1341,6.4%,0.0%
2026-02-25,안녕하세요,1331,5.4%,0.0%
2026-02-25,그저 사고였을 뿐,2142,4.9%,0.1%
2026-02-25,프랑켄슈타인,620,48.3%,0.0%
2026-02-25,극장판 체인소 맨: 레제편,325,9.8%,0.0%
2026-02-25,노 머시: 90분,724,5.1%,0.0%
2026-02-25,스즈메의 문단속,1008,6.1%,0.0%
2026-02-25,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,1738,2.8%,0.0%
2026-02-25,우리에게는 아직 내일이 있다,302,100.0%,0.0%
2026-02-25,직장상사 길들이기,297,54.2%,0.0%
2026-02-25,리틀 아멜리,2069,2.9%,0.1%
2026-02-25,하나 그리고 둘,224,28.5%,0.0%
2026-02-25,퐁네프의 연인들,332,11.7%,0.0%
2026-02-25,초속5센티미터,1152,6.8%,0.0%
2026-02-25,여행과 나날,849,7.4%,0.0%
2026-02-25,해상화,511,6.2%,0.0%
2026-02-25,화양연화 특별판,196,12.2%,0.0%
2026-02-25,클로즈 유어 아이즈,453,4.8%,0.0%
2026-02-25,두 번째 계절,280,18.2%,0.0%
2026-02-25,물랑루즈,1446,6.2%,0.0%
2026-02-25,천공의 성 라퓨타,1057,2.6%,0.0%
2026-02-25,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",176,9.6%,0.0%
2026-02-25,벌집의 정령,238,6.3%,0.0%
2026-02-25,사랑할 땐 누구나 최악이 된다,50,70.0%,0.0%
2026-02-25,부고니아,528,10.7%,0.0%
